40.8202 	48.3760 	16.5 
40.8657 	48.3646 	10.1 
40.8363 	48.4657 	13.1 
38.3060 	45.2830 	10.0 
39.3110 	46.0600 	10.0 
38.3180 	48.2780 	10.0 
40.8588 	48.3914 	14.7 
39.1350 	46.1820 	10.0 
39.1440 	46.1470 	10.0 
38.2290 	47.6900 	11.0 
38.3610 	45.5300 	12.0 
38.2350 	47.7090 	6.7 
41.5612 	48.6236 	10.0 
41.9235 	49.1736 	44.7 
38.5754 	48.6976 	33.3 
38.4300 	47.2600 	8.2 
39.2820 	46.2390 	16.6 
40.2649 	45.8165 	8.5 
38.3890 	45.6680 	8.0 
38.4388 	45.3852 	10.7 
40.3162 	45.8299 	10.0 
40.8140 	48.3593 	7.6 
39.1630 	46.1780 	10.0 
41.9451 	49.2865 	16.6 
40.4002 	48.6610 	5.1 
41.3014 	45.7661 	30.8 
39.1160 	46.1550 	14.0 
40.8594 	48.3877 	10.0 
38.4030 	46.7940 	10.9 
41.3332 	48.8909 	49.5 
38.4370 	45.0210 	8.0 
38.5100 	48.5320 	10.0 
38.2080 	46.0410 	10.2 
38.2370 	46.0300 	8.3 
38.2340 	46.0350 	8.4 
38.2260 	46.0380 	9.4 
38.2150 	46.0230 	7.3 
41.5274 	49.7068 	13.8 
38.4483 	47.0583 	16.6 
40.8895 	48.3297 	8.7 
39.2390 	46.1530 	10.0 
39.4250 	45.6390 	10.0 
38.3600 	45.4790 	9.7 
38.3592 	45.4832 	10.2 
38.3500 	46.9340 	13.2 
33.6726 	45.7681 	19.6 
40.2155 	49.2144 	24.7 
38.0390 	48.0870 	10.0 
39.1670 	46.1500 	10.0 
39.7151 	48.2480 	35.9 
38.8793 	48.7208 	44.0 
38.3025 	46.7350 	10.0  
38.3960 	46.7810 	10.0 
38.7470 	48.6130 	11.0 
40.0969 	46.2919 	10.0 
41.8665 	46.0582 	17.5 
39.1220 	46.1370 	10.0 
39.1330 	46.1620 	10.0 
41.9569 	49.3498 	22.2 
38.0140 	48.0320 	10.0 
41.3591 	49.1998 	41.2 
41.4500 	46.8441 	5.2 
39.1290 	46.1448 	11.3 
37.8770 	47.0250 	15.8 
38.0940 	47.9660 	13.7 
41.8759 	45.8619 	1.6 
41.8711 	46.6446 	14.4 
39.1570 	46.1430 	10.0 
38.2290 	45.6570 	9.6 
38.2660 	45.6690 	9.0 
38.8291 	48.5193 	16.4 
39.1410 	46.1450 	10.0 
41.6418 	48.3168 	52.6 
38.3464 	47.4235 	10.0 
38.3175 	47.3975 	1.6 
41.5639 	46.3167 	11.8 
39.1219 	48.6155 	33.5 
41.0788 	48.2288 	8.6 
41.7261 	45.1499 	15.9 
41.5949 	48.2934 	23.9 
40.2973 	48.6219 	20.5 
38.0050 	48.9590 	10.0 
40.4524 	48.6734 	7.1 
38.8154 	48.6189 	15.0 
39.8275 	45.1058 	8.9 
41.1035 	47.2387 	24.7 
38.8832 	48.5216 	16.0 
42.0767 	45.7650 	13.2 
40.5999 	46.7373 	16.1 
38.9210 	47.1450 	10.0 
42.0180 	45.8160 	16.3 
41.3203 	48.3914 	42.7 
41.7347 	45.2395 	39.7 
41.9555 	45.8163 	16.3 
38.3200 	47.7700 	18.6 
38.1570 	47.0140 	10.0 
40.8769 	48.3544 	6.7 
41.8695 	46.3458 	22.8 
39.9983 	46.5407 	10.1 
39.1230 	46.1450 	18.0 
39.1160 	46.5420 	11.0 
38.6922 	49.4413 	17.4 
38.7412 	49.5802 	4.2 
38.8210 	49.3800 	19.4 
39.4194 	47.8482 	14.0 
38.3820 	45.6250 	9.7 
38.3800 	45.6880 	6.0 
41.8710 	46.7056 	31.5 
38.3130 	45.7860 	6.0 
41.2808 	46.1382 	25.2 
39.4480 	45.9850 	9.0 
38.2710 	45.8440 	4.0 
38.1410 	48.0190 	6.0 
42.0246 	49.5489 	17.4 
40.8440 	48.7200 	5.9 
40.8429 	48.7173 	6.0 
42.0037 	45.8196 	17.8 
40.8683 	48.6968 	9.7 
41.2796 	49.4634 	20.7 
38.7740 	45.0170 	10.0 
38.6460 	48.4840 	20.0 
40.2172 	47.1327 	25.1 
38.4492 	49.5273 	32.5 
38.3794 	46.7451 	5.5 
41.8992 	46.6510 	14.6 
39.0857 	48.7534 	15.3 
38.1140 	47.9880 	10.0 
40.9226 	48.4976 	5.0 
41.0961 	48.2119 	39.0 
40.7089 	48.5855 	13.7 
40.4603 	48.7164 	6.8 
40.4409 	48.6653 	5.8 
39.3194 	49.1288 	5.7 
38.6780 	48.4860 	10.0 
39.1410 	46.1600 	10.0 
41.8717 	49.0132 	60.2 
41.3405 	48.7836 	9.7 
38.7077 	46.6728 	33.8 
39.1820 	46.1710 	10.0 
40.6337 	48.4844 	6.6 
38.4360 	48.4930 	10.0 
39.9285 	48.1580 	43.0 
41.9414 	48.7045 	49.4 
38.2420 	45.4860 	8.0 
39.1600 	46.1510 	10.0 
40.8180 	48.5700 	8.6 
41.4387 	45.9032 	17.3 
40.1786 	46.1839 	10.0 
38.5903 	49.0623 	29.9 
39.3338 	48.3392 	30.4 
40.2017 	46.1625 	21.8 
40.8884 	48.1701 	17.7 
38.5390 	48.5030 	27.2 
38.3820 	46.9280 	7.8 
41.5621 	46.3584 	28.1 
41.1173 	47.4032 	8.4 
40.8505 	46.3424 	22.5 
41.2906 	49.8587 	60.0 
38.4067 	45.3180 	1.3 
38.7380 	46.6990 	10.0 
41.0598 	49.0212 	9.9 
38.2870 	45.7680 	8.0 
40.0668 	46.6441 	11.6 
40.7667 	46.8167 	10.0 
40.8152 	46.8290 	15.7 
39.1600 	46.5720 	12.0 
39.1530 	46.1510 	10.0 
40.6973 	48.5823 	11.0 
38.7443 	48.6583 	32.4 
40.4354 	48.6827 	8.0 
38.6720 	46.0140 	12.5 
38.6300 	45.9930 	10.0 
39.1322 	49.3915 	56.6 
41.7332 	47.7554 	19.3 
40.1746 	47.1325 	22.8 
39.3364 	48.7073 	43.4 
40.5089 	46.5598 	15.9 
38.2150 	46.6900 	8.3 
40.6533 	50.3300 	62.2 
38.2880 	45.6850 	8.0 
38.1737 	46.4881 	12.3 
38.1210 	46.4480 	10.0 
39.0970 	46.1650 	10.0 
41.7979 	46.2321 	17.1 
38.4540 	45.3958 	7.3 
39.1420 	46.1610 	17.5 
38.0160 	48.0570 	10.0 
38.4810 	44.9910 	8.2 
38.1370 	48.0120 	18.1 
38.3669 	45.3966 	5.1 
39.1027 	46.1342 	15.9 
38.3410 	45.2450 	10.0 
39.1480 	46.1660 	10.0 
39.1700 	46.1690 	10.0 
41.1848 	48.7771 	25.3 
41.8510 	46.6778 	38.8 
38.1540 	49.2960 	26.3 
40.8777 	47.4188 	15.9 
41.1590 	47.9868 	40.8 
38.4046 	46.7786 	15.0 
40.3734 	48.7488 	5.0 
40.3648 	48.7772 	4.2 
39.0630 	46.1800 	10.0 
38.5520 	48.6430 	30.0 
38.4282 	46.8880 	5.6 
40.4594 	48.2603 	44.8 
40.2309 	46.5981 	11.8 
39.0990 	46.1480 	10.0 
38.4230 	46.6590 	7.5 
38.4010 	46.7820 	12.5 
39.8318 	48.5931 	55.0 
41.0783 	48.0247 	39.4 
38.4827 	45.4605 	1.2 
40.6123 	48.4370 	40.2 
38.3780 	45.3570 	10.0 
41.1678 	46.4032 	33.6 
38.3720 	45.4200 	19.5 
38.6180 	48.4240 	10.0 
41.4292 	47.9456 	18.2 
38.9067 	48.6378 	10.3 
41.1597 	47.0118 	15.6 
40.7730 	47.0850 	24.0 
39.9779 	48.2730 	54.6 
38.4280 	46.7730 	13.7 
41.1075 	47.5341 	23.4 
38.1370 	46.3380 	9.4 
38.9813 	48.9020 	12.2 
38.4516 	45.0438 	10.0 
40.9739 	46.1502 	10.0 
41.0121 	49.6388 	62.0 
39.6026 	48.4724 	58.9 
40.1847 	47.1201 	27.2 
41.2172 	47.2373 	18.9 
38.4078 	45.2741 	3.5 
39.2360 	46.1710 	10.0 
41.6517 	46.2400 	20.0 
38.6347 	44.8532 	17.9 
41.5857 	46.5927 	10.0 
41.6203 	46.4996 	10.0 
38.3420 	45.2810 	11.0 
39.1960 	46.2020 	10.0 
41.9017 	49.5805 	0.1 
41.2764 	45.6820 	9.9 
38.8878 	48.5309 	15.8 
39.6450 	49.0168 	52.2 
39.8615 	48.3267 	24.3 
39.1596 	48.2105 	26.6 
41.4806 	49.8559 	35.1 
39.1922 	46.1577 	5.0 
41.8006 	48.4945 	19.2 
38.4142 	45.2759 	0.8 
41.7041 	46.5488 	9.2 
38.3630 	45.2000 	8.2 
39.8953 	45.8352 	9.7 
39.1540 	46.1930 	10.0 
40.8277 	46.3825 	17.3 
38.8082 	48.5577 	26.6 
39.1110 	45.3870 	9.4 
42.1509 	45.6142 	12.9 
38.2330 	47.9340 	10.0 
38.9670 	45.4350 	18.0 
41.4933 	46.5218 	25.0 
39.0970 	45.5070 	10.0 
38.3830 	45.4220 	10.0 
38.3840 	45.6200 	10.0 
42.0433 	49.0984 	6.4 
39.2070 	46.2010 	10.0 
40.8952 	48.3504 	11.8 
38.8029 	48.6714 	34.0 
39.0620 	46.1590 	10.0 
38.1280 	48.0290 	7.0 
40.9397 	48.4916 	3.1 
38.0890 	47.9780 	10.0 
38.3391 	46.7522 	9.7 
40.9363 	48.4901 	6.9 
40.2678 	45.8812 	17.7 
38.3323 	46.7705 	5.3 
38.0140 	46.3950 	5.1 
38.2078 	46.7212 	10.2 
38.1140 	48.0190 	4.0 
38.5833 	46.9000 	10.0 
39.1340 	46.1510 	10.0 
41.4833 	46.5833 	10.0 
38.5017 	46.8548 	16.9 
38.9220 	48.6279 	20.1 
41.5053 	46.7433 	15.9 
41.0526 	43.9808 	8.5 
39.0640 	46.1950 	10.0 
40.9188 	44.2995 	9.6 
38.4220 	46.7156 	12.4 
41.7601 	46.6096 	8.6 
42.0596 	45.9739 	9.7 
38.7020 	46.7070 	10.0 
39.6350 	45.8760 	10.0 
41.8293 	46.3578 	25.1 
40.9029 	46.6330 	13.3 
41.4969 	46.6313 	6.3 
41.6472 	47.6815 	12.7 
41.8663 	46.0814 	4.1 
41.1431 	46.1874 	19.7 
39.8904 	45.3263 	9.8 
41.7806 	49.0784 	45.3 
41.1017 	48.2258 	9.9 
38.4666 	45.3497 	2.8 
38.6870 	46.6830 	10.0 
39.3000 	46.1160 	4.5 
39.6310 	48.9531 	46.4 
40.2624 	45.0906 	5.4 
38.1220 	48.5730 	10.0 
38.4683 	45.3747 	4.5 
39.3416 	46.0434 	10.6 
38.1890 	45.4700 	8.7 
39.6381 	49.3438 	44.1 
38.1050 	47.6340 	8.0 
38.3600 	45.4402 	0.8 
38.4738 	45.3947 	10.0 
38.3278 	47.4175 	10.0  
38.3270 	47.4240 	15.6 
39.4812 	45.5174 	19.1 
38.1560 	47.9650 	7.8 
41.8634 	45.9130 	34.6 
39.2320 	46.1910 	10.0 
38.4415 	45.6681 	4.6 
38.8793 	48.5341 	21.1 
41.6220 	46.5698 	17.6 
38.1308 	46.3717 	11.8 
41.0513 	47.4165 	7.4 
38.5636 	44.3188 	4.6 
41.8956 	45.9157 	13.3 
41.0418 	48.2916 	30.5 
41.0714 	47.3669 	5.6 
38.1570 	47.0160 	7.3 
39.1400 	46.1780 	12.0 
38.7356 	48.7208 	22.8 
38.6808 	48.6636 	17.5 
40.7889 	49.5916 	39.8 
39.0605 	48.2815 	23.4 
38.3873 	49.3976 	25.6 
38.5076 	49.4425 	8.5 
41.2979 	48.5144 	41.9 
41.6432 	46.3324 	17.6 
41.6761 	45.6476 	32.5 
41.2312 	48.5500 	15.8 
39.6880 	48.3940 	37.0 
40.5630 	46.9051 	18.0 
41.9350 	48.2452 	21.6 
38.4010 	45.3530 	9.0 
41.3701 	48.5666 	21.7 
38.6151 	48.8040 	27.6 
38.0300 	47.4910 	5.0 
40.6564 	48.4451 	5.9 
38.2130 	46.7390 	10.0 
39.9896 	46.5449 	16.8 
38.7266 	48.6239 	9.9 
38.4070 	45.0930 	9.0 
40.6369 	48.5019 	11.3 
40.6425 	48.5236 	8.3 
38.2050 	48.3939 	7.6 
39.1590 	46.1900 	10.0 
40.6360 	48.5174 	8.3 
38.1690 	47.7240 	10.0 
40.8069 	47.9754 	33.6 
38.4140 	46.7300 	10.0 
40.6829 	46.4966 	9.4 
38.8168 	48.6387 	22.0 
40.8134 	48.5493 	38.5 
41.9092 	49.4197 	29.0 
38.6950 	48.4240 	10.0 
39.8155 	48.2532 	55.8 
30.9571 	47.8378 	35.0  
38.3670 	44.9070 	22.6 
41.1640 	49.5047 	8.1 
38.3689 	49.3896 	39.5 
41.0406 	48.6535 	6.1 
38.3348 	49.4634 	31.4 
38.4133 	49.4513 	25.0 
38.9320 	48.6530 	20.4 
38.9135 	48.6327 	21.7 
38.6530 	48.5955 	13.5 
41.1216 	49.5103 	14.8 
38.4626 	46.9239 	13.9 
38.4407 	49.4215 	26.0 
39.1870 	46.2140 	10.0 
41.4475 	49.9433 	34.1 
41.9885 	48.2163 	50.0 
39.7358 	48.2788 	44.0 
40.3443 	45.0197 	8.2 
38.3815 	46.5981 	16.8 
38.7747 	46.6509 	15.9 
38.1250 	46.3640 	6.0 
38.1620 	47.9920 	11.6 
38.5230 	45.0130 	5.0 
40.8649 	47.4412 	19.4 
38.0780 	48.0630 	4.0 
38.1150 	47.6620 	10.0 
39.1030 	46.1110 	10.0 
38.7660 	48.5160 	10.0 
40.6669 	48.1806 	35.8 
38.3550 	46.9270 	11.8 
39.3041 	46.0134 	11.1 
40.6279 	48.4834 	6.3 
40.6216 	48.5295 	13.4 
42.1423 	45.9362 	14.0 
40.7227 	47.9110 	38.2 
38.4987 	45.0608 	1.7 
41.7525 	47.5836 	12.2 
41.2600 	44.0217 	9.6 
38.0250 	47.9730 	10.0 
38.0370 	47.9790 	4.7 
39.2550 	46.1000 	12.2 
40.4216 	45.6059 	10.9 
41.7247 	49.7926 	39.9 
39.0130 	48.4537 	30.5 
38.3930 	45.1236 	11.9 
38.4600 	45.0350 	10.0 
39.0690 	46.1880 	10.0 
38.3494 	44.8222 	10.0  
41.1668 	43.5581 	12.5 
38.3350 	44.8290 	10.0 
39.8137 	48.2769 	56.1 
40.2656 	47.1110 	34.0 
38.6997 	48.7893 	40.9 
41.8350 	48.4000 	43.7 
38.3290 	44.6960 	7.1 
40.1309 	46.2487 	11.1 
38.3890 	46.9190 	10.0 
38.5020 	45.1180 	10.0 
40.9137 	48.7860 	10.0 
40.7933 	48.5573 	18.3 
40.1044 	46.6535 	11.5 
38.1870 	47.9730 	6.0 
41.4132 	48.7536 	10.7 
38.8560 	48.4350 	19.1 
38.1880 	47.9890 	6.3 
38.3940 	45.0110 	0.0 
38.7240 	45.9720 	10.0 
38.8340 	48.5090 	10.0 
38.8630 	48.6070 	18.0 
40.6411 	48.4817 	6.8 
39.1440 	46.1720 	10.0 
38.6900 	48.4770 	10.0 
40.0874 	46.8723 	20.0 
38.0180 	49.2040 	8.0 
39.3000 	49.0090 	23.5 
39.1320 	46.1440 	10.0 
41.4643 	48.0007 	18.2 
38.5109 	45.0836 	3.1 
40.3566 	46.9874 	8.1 
39.1570 	46.1470 	10.0 
41.2289 	46.3162 	4.3 
39.1440 	46.1560 	10.0 
40.9376 	48.4246 	10.1 
38.8994 	48.6151 	31.8 
41.9403 	47.3871 	6.4 
38.4770 	45.0380 	10.0 
41.3483 	49.2064 	11.2 
38.7893 	48.7380 	19.0 
38.7093 	48.6588 	10.0 
38.6725 	48.6433 	12.0 
38.7039 	48.6476 	20.1 
38.7050 	48.6446 	10.2 
38.6689 	48.6442 	21.0 
38.7063 	48.6277 	10.9 
38.6069 	48.6817 	26.7 
38.7315 	48.6149 	10.1 
38.6621 	48.6470 	18.3 
38.7121 	48.6282 	14.2 
38.7111 	48.6138 	17.1 
38.7193 	48.6395 	13.6 
38.6678 	48.6204 	18.9 
38.7177 	48.6285 	17.4 
38.6040 	48.5490 	10.0 
40.9564 	47.4289 	18.7 
38.6540 	48.5880 	10.0 
38.7068 	48.6393 	17.2 
40.2954 	45.9216 	15.5 
39.5856 	48.3352 	50.7 
38.6240 	48.5340 	9.0 
38.5880 	48.5720 	9.0 
41.0520 	46.8700 	2.3 
38.8415 	48.7501 	33.1 
41.1578 	46.7995 	10.5 
38.6840 	46.6780 	10.0 
39.1630 	46.1190 	10.0 
38.4260 	46.7180 	8.0 
39.6769 	48.7320 	12.5 
38.7570 	48.6690 	27.7 
39.1230 	46.1480 	10.0 
38.5780 	48.5120 	10.0 
39.3260 	48.9424 	48.1 
38.0868 	48.0553 	23.6 
39.1320 	46.1620 	10.0 
38.3940 	45.6710 	4.0 
38.3840 	45.6620 	6.4 
38.8910 	48.5770 	28.0 
38.7890 	48.4580 	10.0 
41.8167 	48.8833 	51.6 
38.4910 	48.4690 	9.0 
38.4305 	44.9306 	6.7 
38.6919 	48.6313 	13.2 
40.6790 	48.5523 	11.8 
39.1300 	46.1510 	15.0 
38.6300 	48.5590 	10.0 
38.3980 	45.2970 	10.9 
38.4300 	45.1099 	15.0  
39.9500 	48.1347 	59.8 
38.7970 	48.6230 	27.3 
38.1510 	47.0130 	10.6 
40.2832 	47.2664 	33.2 
40.9525 	48.1154 	22.4 
41.2133 	46.0256 	30.6 
38.1970 	48.0060 	19.0 
41.5817 	45.3228 	3.0 
41.6831 	45.0787 	17.0 
41.0284 	48.1360 	10.8 
41.8139 	49.2328 	60.0 
39.3020 	46.0520 	8.6 
40.9507 	48.3261 	4.8 
40.6346 	48.7522 	11.4 
40.6334 	48.7803 	4.6 
40.6131 	48.7995 	18.6 
40.6096 	48.7866 	7.4 
40.6410 	48.7530 	2.9 
40.6224 	48.7609 	5.8 
40.5877 	48.7370 	8.6 
40.6200 	48.7979 	19.1 
40.6611 	48.7775 	10.0 
40.6057 	48.7824 	19.1 
40.6099 	48.7525 	7.3 
40.5825 	48.8137 	17.3 
41.6766 	45.0295 	0.6 
40.7973 	48.4915 	10.0 
41.8141 	45.9609 	30.2 
41.9250 	49.0100 	49.8 
40.8503 	48.5276 	6.5 
38.8820 	45.0250 	11.0 
38.7930 	48.6530 	9.0 
38.7751 	44.9320 	4.4 
41.3809 	45.9274 	10.9 
38.0360 	47.9610 	8.0 
39.2050 	46.1800 	10.0 
38.0380 	47.9880 	8.0 
38.1170 	46.3460 	12.3 
40.8964 	48.3825 	11.5 
39.1150 	46.1520 	14.4 
38.7460 	48.5000 	10.0 
41.8322 	46.5829 	11.9 
40.3749 	48.7043 	5.0 
38.4587 	49.5502 	40.9 
39.1300 	46.1600 	10.0 
40.1654 	46.6802 	10.0  
41.6680 	46.9806 	12.9 
39.7200 	48.4513 	57.1 
40.8803 	46.3317 	14.3 
38.7550 	46.7140 	6.0 
38.8330 	48.4940 	28.0 
38.5470 	48.3620 	10.0 
41.9902 	49.6232 	15.5 
38.9214 	49.6280 	15.8 
41.6200 	48.3348 	46.7 
40.7148 	49.6603 	17.3 
39.1260 	46.1510 	10.0 
41.3271 	46.3726 	30.7 
39.2733 	49.4166 	65.4 
39.1360 	46.1730 	10.0 
40.3826 	48.5824 	9.3 
