41.4107	46.8399
39.8936	48.6542
37.8183	46.7913
37.8113	46.8455
37.8062	46.8501
38.9204	48.3872
38.7333	46.8167
41.9337	46.1367
38.55	45.2
40.5386	46.981
41.135	47.1748
42.1992	45.519
41.5285	47.7749
40.532	47.0346
39.5686	48.3208
41.8002	49.1116
40.5419	46.609
42.0759	45.9164
40.2333	45.6
40.2333	45.6167
40.3253	45.5788
41.4377	46.0608
39.5333	45.8667
40.0078	47.9334
38.25	45.6333
41.8163	45.3935
38.4667	45.1667
40.5371	48.6191
38.8667	45.0833
41.6449	47.9632
41.3699	45.4806
40.2833	45.0167
40.6185	47.1713
41.8636	45.9806
41.3333	47.35
38.45	45.2
38.3167	45.1667
38.0883	48.4307
37.8274	47.9411
38.6167	46.4667
39.6263	45.1989
41.3609	46.209
38.1667	45.75
41.4523	46.121
38.9022	48.5296
40.219	48.8568
42.4313	46.18
39.9974	47.9145
41.819	46.0912
38.0041	49.0444
37.9304	49.0676
37.9384	49.0357
38.024	49.1684
39.8943	50.2315
41.8101	49.1154
41.7711	48.4485
40.9945	45.4177
42.0425	46.0465
41.2865	45.3045
38.4531	45.3567
41.9527	48.7393
40.1067	45.2532
38.4167	45.1667
41.0996	47.306
40.2283	44.8847
40.24	44.8818
42.0493	45.7549
39.149	48.207
39.7495	45.122
42.0946	45.523
38.991	46.211
38.4678	45.4926
41.1607	46.2958
38.6036	44.7101
39.5509	48.4592
41.1378	49.4559
41.74	46.7898
39.473	48.955
38.1842	46.3465
38.247	45.372
39.4596	47.8409
38.245	45.383
40.9091	47.7544
41.4981	46.4297
41.5641	46.4479
37.7074	48.5911
40.1741	49.0471
38.628	48.804
40.2759	49.1848
40.2771	49.1238
40.252	49.2719
40.277	49.1357
40.852	48.229
38.4506	45.5631
41.0911	46.1892
41.7014	45.5131
41.3512	46.2011
39.2043	47.4314
39.2301	47.3654
39.2257	47.3577
38.43	45.3823
41.1788	49.3891
38.4416	45.3131
38.419	45.116
41.343	46.0361
38.895	48.6346
38.4354	45.2349
38.4824	45.1522
39.384	45.392
39.2938	48.3381
38.429	45.4416
38.031	47.177
38.1598	43.85
38.2786	45.2059
39.374	47.505
41.8671	46.6236
40.2674	47.4312
41.6848	46.1167
38.5738	45.133
40.9222	48.3599
38.1706	47.7396
38.7982	48.7648
41.145	47.0493
41.581	46.5523
41.9148	46.2383
38.148	47.731
39.8947	45.3001
41.9688	46.059
41.678	46.4748
38.013	47.979
41.2444	45.3428
40.4168	45.5354
40.4503	45.5168
38.284	45.309
40.8813	47.0491
42.0871	45.9568
41.8342	46.2508
39.9392	48.4311
38.4761	45.2217
41.2266	47.3867
41.3574	47.5299
38.2	49.28
41.3199	46.2364
38.9118	48.7621
40.281	49.0543
40.2326	49.086
40.2548	49.0181
40.2463	48.9941
40.074	48.549
38.4656	45.4974
38.9194	45.3447
38.6069	46.0962
41.367	48.364
42.2503	46.1135
38.374	46.846
39.3444	44.9782
38.1016	48.0427
38.262	47.822
41.8145	45.2215
38.4184	45.3407
41.1852	45.744
41.0076	46.1183
41.4183	46.1333
38.873	48.569
40.761	48.0206
38.132	48.166
38.0816	48.0958
38.386	45.454
39.747	45.025
38.7623	48.5599
40.4498	48.749
42.0176	48.2243
41.7701	45.114
38.207	46.307
38.544	48.67
38.2875	45.9982
38.077	48.021
38.055	47.939
38.754	45.077
41.2347	47.4719
41.6857	46.0415
42.0079	49.1549
40.1318	46.1258
38.077	47.991
40.1207	46.1962
38.4387	45.6489
40.8669	48.4825
41.4052	46.8709
41.5267	47.1626
41.8077	45.2147
39.241	49.007
38.236	45.685
38.7492	43.3396
38.785	43.3502
38.6639	43.3506
38.6773	43.5468
38.5508	43.1113
38.7387	43.4579
38.7063	43.3186
38.8119	43.6215
38.7034	43.4456
38.6669	43.5706
40.103	46.139
38.8978	43.6144
38.804	43.5544
38.8472	48.6531
41.3265	45.409
38.6418	43.1464
38.6996	43.1012
41.63	48.0111
38.8614	43.5964
38.597	48.563
38.8165	48.9377
38.8125	43.8343
40.3695	46.1318
38.744	48.631
38.8265	43.7657
41.2246	49.4625
40.7609	48.397
38.9031	43.5365
38.6297	43.0575
40.923	45.9685
41.9032	45.817
38.4929	43.3458
40.776	47.738
39.1288	48.3874
41.946	48.283
41.1718	48.8393
41.0643	48.1034
38.825	46.824
38.181	47.089
38.728	46.708
38.2095	47.7955
38.27	47.871
38.039	47.703
40.9756	49.805
41.8087	45.8292
41.4757	49.0466
37.923	44.852
37.6658	48.8
38.73	48.76
41.7753	46.0345
38.58	48.7091
38.4674	45.7653
40.874	46.4618
38.0518	48.0406
41.8746	46.4599
41.8333	46.4957
41.6719	48.2653
40.5936	46.5709
41.9001	49.1136
40.4089	45.5961
38.4084	45.2012
38.13	48.085
38.89	48.734
41.5528	46.6646
40.8522	48.383
38.11	47.983
40.4685	48.5933
40.4969	48.6351
38.3753	45.1236
41.6389	44.0773
40.549	45.019
40.4794	48.6492
41.44	46.9547
41.4523	46.21
39.089	48.872
40.6183	45.3877
40.3903	44.6128
41.9915	45.8847
41.3451	45.3746
38.351	48.828
40.3424	50.0515
41.9613	46.5369
42.172	45.4283
38.113	45.3338
41.9165	46.1801
40.9095	46.0105
39.035	48.692
38.9122	43.5686
42.2795	45.1891
38.5593	45.8188
38.5099	45.6672
38.098	46.363
38.252	45.656
38.458	45.017
41.7077	45.1292
41.5229	46.7652
41.56	46.66
41.4935	46.6765
40.8466	46.4435
41.0138	46.362
41.4924	46.7518
41.4963	46.7506
41.4855	46.7059
41.4507	46.6793
41.4877	46.744
41.4847	46.7204
41.4494	46.7118
41.1084	46.9718
41.692	46.863
41.6607	46.8633
41.474	46.7143
41.5062	46.7425
41.5484	46.6877
41.54	46.73
41.0403	46.451
41.0243	46.553
41.6938	46.4586
41.4908	46.6942
41.4762	46.6737
41.656	46.9328
41.6818	46.7138
41.4809	46.7455
41.3907	46.7762
41.6989	46.8244
41.5287	46.708
41.5111	46.7073
41.5987	46.806
41.5298	46.7069
41.5164	46.6651
41.5063	46.7275
41.5915	46.845
41.5206	46.7253
41.5699	46.8743
41.4673	46.7166
41.496	46.7105
41.6788	46.9817
40.295	47.7819
41.6472	47.0193
41.776	46.9094
41.6903	47.0607
41.5074	46.6927
41.4475	46.7313
41.8312	46.9638
39.0086	43.6431
40.588	45.0155
41.484	46.6878
41.4909	46.688
41.5036	46.7354
